"행정구역별(시군구)","연령별",2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
"행정구역별(시군구)","연령별",1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자
"경기도","55~59",116975,63901,53074,121372,67432,53940,126334,71291,55043,130022,73782,56240,139536,80052,59484
"경기도","60~64",110259,51195,59064,122173,57891,64282,137512,66144,71368,145258,70989,74269,157321,78876,78445
"경기도","65~69",76574,30135,46439,89745,35917,53828,105996,43246,62750,117335,48680,68655,135889,58540,77349
"경기도","70~74",65253,20853,44400,71100,23000,48100,76003,25160,50843,82941,28453,54488,90361,32324,58037
"경기도","75~79",58022,14363,43659,60832,15256,45576,63890,16503,47387,67295,17761,49534,74470,20868,53602
"경기도","80~84",42249,8794,33455,45389,9656,35733,50166,10919,39247,56989,12428,44561,61177,13974,47203
"경기도","85세 이상",25921,5110,20811,29755,5940,23815,34316,6902,27414,39800,8065,31735,44385,9269,35116
"강원특별자치도","합계",208857,103974,104883,231371,115678,115693,245012,122646,122366,254441,127341,127100,271097,136553,134544
"강원특별자치도","20세 미만",1982,1131,851,4983,2694,2289,2923,1497,1426,1632,907,725,1525,835,690
"강원특별자치도","20~24",15984,9461,6523,21177,11611,9566,19613,10751,8862,18422,10265,8157,19720,10939,8781
"강원특별자치도","25~29",16968,10857,6111,19262,12232,7030,21764,13463,8301,22521,13664,8857,23309,14066,9243
"강원특별자치도","30~34",12063,7960,4103,13740,9032,4708,15525,10121,5404,17243,11097,6146,18656,12014,6642
"강원특별자치도","35~39",10751,6970,3781,11401,7438,3963,11925,7705,4220,11906,7799,4107,12327,8061,4266
"강원특별자치도","40~44",10663,6870,3793,11314,7284,4030,12277,7888,4389,12943,8207,4736,13584,8660,4924
"강원특별자치도","45~49",14226,8840,5386,14554,9139,5415,14644,9240,5404,14884,9329,5555,14898,9247,5651
"강원특별자치도","50~54",17213,10107,7106,18255,11010,7245,19414,11655,7759,20006,12033,7973,20761,12483,8278
"강원특별자치도","55~59",21936,11964,9972,22059,12130,9929,22599,12652,9947,22772,12774,9998,24231,13730,10501
"강원특별자치도","60~64",22177,11001,11176,24382,12228,12154,27400,14019,13381,28763,14946,13817,30485,16170,14315
"강원특별자치도","65~69",15994,6767,9227,18579,8091,10488,21836,9760,12076,23999,11020,12979,27684,13075,14609
"강원특별자치도","70~74",14631,4884,9747,14964,5051,9913,15515,5360,10155,17078,6053,11025,18509,6936,11573
"강원특별자치도","75~79",15193,3622,11571,15634,3761,11873,15864,3962,11902,15829,4157,11672,16778,4666,12112
"강원특별자치도","80~84",11573,2276,9297,12578,2482,10096,13895,2811,11084,15379,3127,12252,16175,3368,12807
"강원특별자치도","85세 이상",7503,1264,6239,8489,1495,6994,9818,1762,8056,11064,1963,9101,12455,2303,10152
"충청북도","합계",215196,111795,103401,236208,122465,113743,252251,131560,120691,260948,136768,124180,277373,146383,130990
"충청북도","20세 미만",2560,1508,1052,4594,2345,2249,2935,1396,1539,1947,1051,896,2025,1051,974
"충청북도","20~24",18411,10091,8320,22598,11688,10910,20114,10262,9852,17565,8861,8704,20842,10604,10238
"충청북도","25~29",22975,15443,7532,26232,17164,9068,29310,18722,10588,29960,18646,11314,30551,18919,11632
"충청북도","30~34",16506,11337,5169,18521,12866,5655,21237,14674,6563,23588,16421,7167,25777,17922,7855
"충청북도","35~39",13988,9483,4505,14585,9845,4740,15639,10739,4900,15742,10900,4842,16041,11127,4914
"충청북도","40~44",12328,8156,4172,12949,8591,4358,14131,9435,4696,15163,10230,4933,15982,10747,5235
"충청북도","45~49",15000,9534,5466,15312,9681,5631,15714,10030,5684,15880,10195,5685,15964,10234,5730
"충청북도","50~54",17124,10160,6964,17924,10754,7170,19609,11808,7801,20140,12222,7918,20571,12557,8014
"충청북도","55~59",19391,10461,8930,20327,11137,9190,21147,11828,9319,21806,12217,9589,23250,13144,10106
"충청북도","60~64",19324,9319,10005,21150,10236,10914,24239,12020,12219,25782,13090,12692,27235,14116,13119
"충청북도","65~69",13952,5671,8281,16282,6830,9452,19261,8312,10949,20951,9229,11722,23609,10837,12772
"충청북도","70~74",11982,3901,8081,12642,4149,8493,13544,4607,8937,14792,5369,9423,16186,6046,10140
"충청북도","75~79",13301,3122,10179,13505,3244,10261,13479,3325,10154,13375,3413,9962,13777,3836,9941
"충청북도","80~84",11244,2293,8951,11514,2421,9093,12457,2600,9857,13665,2871,10794,14038,2957,11081
