"행정구역별(시군구)","성별","연령",2023,2023,2023,2023,2023,2023,2023,2023
"행정구역별(시군구)","성별","연령",1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대 주택,주택_비주거용 건물 내 주택,주택 이외의 거처_계
"부산광역시","계","75~79",33398,32216,11598,15918,946,3439,315,1182
"부산광역시","계","80~84",27704,26820,10206,12730,887,2759,238,884
"부산광역시","계","85세 이상",17900,17294,7174,8081,417,1466,156,606
"부산광역시","남자","합계",241800,202561,76502,80858,3519,37413,4269,39239
"부산광역시","남자","20세 미만",1418,1240,717,172,6,285,60,178
"부산광역시","남자","20~24",16522,13068,5364,1993,102,5091,518,3454
"부산광역시","남자","25~29",27933,19868,6050,5890,290,7129,509,8065
"부산광역시","남자","30~34",27809,20495,5084,9756,298,4979,378,7314
"부산광역시","남자","35~39",17865,14166,3536,7725,239,2410,256,3699
"부산광역시","남자","40~44",18162,15160,4413,7857,256,2330,304,3002
"부산광역시","남자","45~49",16604,14055,4832,6550,240,2131,302,2549
"부산광역시","남자","50~54",20888,17871,7144,7346,318,2688,375,3017
"부산광역시","남자","55~59",20390,17990,8242,6489,339,2519,401,2400
"부산광역시","남자","60~64",23135,20879,10030,7528,356,2539,426,2256
"부산광역시","남자","65~69",20993,19375,9016,7387,369,2238,365,1618
"부산광역시","남자","70~74",13047,12224,5462,4912,280,1385,185,823
"부산광역시","남자","75~79",8219,7767,3223,3399,188,842,115,452
"부산광역시","남자","80~84",5563,5301,2180,2343,159,565,54,262
"부산광역시","남자","85세 이상",3252,3102,1209,1511,79,282,21,150
"부산광역시","여자","합계",290709,251048,74708,128192,5728,39132,3288,39661
"부산광역시","여자","20세 미만",1968,1572,778,239,9,464,82,396
"부산광역시","여자","20~24",22092,14994,5298,3148,121,6002,425,7098
"부산광역시","여자","25~29",28041,16864,3378,6735,216,6237,298,11177
"부산광역시","여자","30~34",19418,13054,2517,6891,204,3225,217,6364
"부산광역시","여자","35~39",11321,8496,1758,4973,124,1541,100,2825
"부산광역시","여자","40~44",11740,9474,2011,5946,129,1251,137,2266
"부산광역시","여자","45~49",10991,9437,2155,5838,149,1165,130,1554
"부산광역시","여자","50~54",15297,13739,3374,8237,264,1696,168,1558
"부산광역시","여자","55~59",18134,16894,4656,9669,353,1998,218,1240
"부산광역시","여자","60~64",28241,26910,7734,15113,644,3053,366,1331
"부산광역시","여자","65~69",32917,31721,9693,17249,853,3555,371,1196
"부산광역시","여자","70~74",28581,27733,8990,14678,838,2970,257,848
"부산광역시","여자","75~79",25179,24449,8375,12519,758,2597,200,730
"부산광역시","여자","80~84",22141,21519,8026,10387,728,2194,184,622
"부산광역시","여자","85세 이상",14648,14192,5965,6570,338,1184,135,456
"대구광역시","계","합계",359048,338012,168620,147353,2653,14300,5086,21036
"대구광역시","계","20세 미만",2487,2387,1937,338,11,33,68,100
"대구광역시","계","20~24",22708,21294,17518,2836,93,366,481,1414
"대구광역시","계","25~29",36340,32361,21843,8851,236,895,536,3979
"대구광역시","계","30~34",33032,29507,15452,12591,189,799,476,3525
"대구광역시","계","35~39",20777,18889,8656,9274,123,568,268,1888
"대구광역시","계","40~44",20812,19218,8781,9409,110,631,287,1594
"대구광역시","계","45~49",20674,19283,9140,8986,107,744,306,1391
"대구광역시","계","50~54",27303,25627,12347,11734,175,977,394,1676
"대구광역시","계","55~59",29671,28141,13314,12797,215,1381,434,1530
"대구광역시","계","60~64",36226,34774,15561,16509,332,1860,512,1452
"대구광역시","계","65~69",32200,31177,13381,15217,300,1835,444,1023
"대구광역시","계","70~74",25494,24905,10000,12796,232,1551,326,589
"대구광역시","계","75~79",19703,19361,7715,10060,187,1176,223,342
"대구광역시","계","80~84",18262,17967,7379,9216,198,968,206,295
"대구광역시","계","85세 이상",13359,13121,5596,6739,145,516,125,238
"대구광역시","남자","합계",166945,155002,87031,58674,1034,5478,2785,11943
"대구광역시","남자","20세 미만",1008,967,759,166,X,12,26,41
"대구광역시","남자","20~24",9908,9398,7764,1250,34,137,213,510
"대구광역시","남자","25~29",19211,17493,12009,4614,118,444,308,1718
"대구광역시","남자","30~34",20702,18708,9796,7975,126,494,317,1994
"대구광역시","남자","35~39",13828,12659,5653,6370,82,358,196,1169
"대구광역시","남자","40~44",12987,11992,5649,5660,66,409,208,995
"대구광역시","남자","45~49",12507,11583,6033,4813,61,467,209,924
"대구광역시","남자","50~54",15637,14430,8189,5356,97,522,266,1207
"대구광역시","남자","55~59",15472,14342,8344,5008,101,598,291,1130
"대구광역시","남자","60~64",15789,14788,8513,5261,116,606,292,1001
"대구광역시","남자","65~69",12101,11465,6302,4357,91,507,208,636
"대구광역시","남자","70~74",7495,7172,3558,3076,63,372,103,323
"대구광역시","남자","75~79",4468,4320,2027,1952,29,239,73,148
"대구광역시","남자","80~84",3464,3366,1528,1569,25,191,53,98
"대구광역시","남자","85세 이상",2368,2319,907,1247,21,122,22,49
"대구광역시","여자","합계",192103,183010,81589,88679,1619,8822,2301,9093
"대구광역시","여자","20세 미만",1479,1420,1178,172,7,21,42,59
"대구광역시","여자","20~24",12800,11896,9754,1586,59,229,268,904
"대구광역시","여자","25~29",17129,14868,9834,4237,118,451,228,2261
"대구광역시","여자","30~34",12330,10799,5656,4616,63,305,159,1531
"대구광역시","여자","35~39",6949,6230,3003,2904,41,210,72,719
"대구광역시","여자","40~44",7825,7226,3132,3749,44,222,79,599
"대구광역시","여자","45~49",8167,7700,3107,4173,46,277,97,467
"대구광역시","여자","50~54",11666,11197,4158,6378,78,455,128,469
"대구광역시","여자","55~59",14199,13799,4970,7789,114,783,143,400
"대구광역시","여자","60~64",20437,19986,7048,11248,216,1254,220,451
"대구광역시","여자","65~69",20099,19712,7079,10860,209,1328,236,387
"대구광역시","여자","70~74",17999,17733,6442,9720,169,1179,223,266
"대구광역시","여자","75~79",15235,15041,5688,8108,158,937,150,194
"대구광역시","여자","80~84",14798,14601,5851,7647,173,777,153,197
"대구광역시","여자","85세 이상",10991,10802,4689,5492,124,394,103,189
"인천광역시","계","합계",395278,329437,84464,151547,8558,79701,5167,65841
